image,id,nft_rank,rarity_score,img_url,is_one_of_one,color,face,head,clothes,hands,feet,background,trait_count,color,face,head,clothes,hands,feet,background,trait_count
,110,6948,44.88,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/110,No,Red,Laughing,Band-Aid,None,None,Black Gloves,Red,2,4.7,6.0,10.9,4.27167877,4.0,6.9,4.3,3.8
,111,9698,36.29,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/111,No,Red,Laughing,None,Red Shorts,Boots,None,Grey,2,4.7,6.0,2.8,6.430868167,5.3,3.1,4.2,3.8
,112,9779,35.65,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/112,No,Brown,Fearless,None,Red Shorts,Boots,Bandages,Grey,3,3.8,3.1,2.8,6.430868167,5.3,7.6,4.2,2.4
,113,5312,49.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/113,No,Grey,Amazed,Mohawk,Red Shorts,Bandages,Boxing Gloves,Blue,4,3.6,7.8,7.1,6.430868167,7.4,6.9,6.0,4.0
,114,350,165.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/114,No,Yellow,Scared,Coconut,None,Bandages,Bandages,Yellow,3,82.6,37.5,15.6,4.27167877,7.4,7.6,8.2,2.4
,115,6818,45.16,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/115,No,Grey,Bored,Warpaint,None,None,Claws,Grey,2,3.6,6.6,7.7,4.27167877,4.0,11.0,4.2,3.8
,116,1883,82.25,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/116,No,Grey,Angry,Mohawk,Kimono,Boots,Bracelets,Red,4,3.6,5.1,7.1,28.08988764,5.3,24.8,4.3,4.0
,117,7986,42.06,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/117,No,Green,Amazed,None,Red Shorts,Socks,None,Red,2,6.4,7.8,2.8,6.430868167,7.5,3.1,4.3,3.8
,118,5677,48.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/118,No,Grey,Fearless,Blue Mask,Jeans,Claws,Black Gloves,Yellow,4,3.6,3.1,9.5,4.894762604,7.9,6.9,8.2,4.0
,119,7891,42.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/119,No,Brown,Amazed,None,Diaper,None,Boxing Gloves,Yellow,2,3.8,7.8,2.8,5.042864347,4.0,6.9,8.2,3.8
,120,9410,37.66,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/120,No,Grey,Fearless,None,Diaper,None,Claws,Red,2,3.6,3.1,2.8,5.042864347,4.0,11.0,4.3,3.8
,121,3846,55.71,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/121,No,Grey,Bored,Red Mask,None,None,None,Yellow,1,3.6,6.6,9.7,4.27167877,4.0,3.1,8.2,16.2
,122,5142,49.72,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/122,No,Grey,Fearless,Band-Aid,Diaper,Claws,Boxing Gloves,Yellow,4,3.6,3.1,10.9,5.042864347,7.9,6.9,8.2,4.0
,123,2498,69.49,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/123,No,Red,Laughing,None,None,Anklet,None,Red,1,4.7,6.0,2.8,4.27167877,28.1,3.1,4.3,16.2
,124,1747,86.11,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/124,No,Pink,Bored,Warpaint,Diaper,Claws,Boxing Gloves,Grey,4,43.7,6.6,7.7,5.042864347,7.9,6.9,4.2,4.0
,125,8481,40.69,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/125,No,Grey,Bored,None,Jeans,Bandages,Black Gloves,Blue,3,3.6,6.6,2.8,4.894762604,7.4,6.9,6.0,2.4
,126,2701,66.59,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/126,No,Brown,Fearless,Red Mask,Diaper,Claws,Bracelets,Yellow,4,3.8,3.1,9.7,5.042864347,7.9,24.8,8.2,4.0
,127,4211,53.61,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/127,No,Red,Bored,Red Mask,None,None,None,Green,1,4.7,6.6,9.7,4.27167877,4.0,3.1,5.0,16.2
,128,9229,38.36,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/128,No,Grey,Amazed,Mohawk,Jeans,Boots,None,Red,3,3.6,7.8,7.1,4.894762604,5.3,3.1,4.3,2.4
,129,1299,105.57,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/129,No,Brown,Fearless,None,Champion Belt,Sneakers,None,Green,2,3.8,3.1,2.8,70.92198582,13.1,3.1,5.0,3.8
,130,9203,38.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/130,No,Grey,Fearless,Red Mask,Jeans,Bandages,None,Red,3,3.6,3.1,9.7,4.894762604,7.4,3.1,4.3,2.4
,131,8684,40.12,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/131,No,Grey,Fearless,Band-Aid,Jeans,None,Boxing Gloves,Red,3,3.6,3.1,10.9,4.894762604,4.0,6.9,4.3,2.4
,132,5985,47.27,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/132,No,Red,Amazed,Mohawk,Jeans,Sneakers,None,Red,3,4.7,7.8,7.1,4.894762604,13.1,3.1,4.3,2.4
,133,4236,53.51,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/133,No,Red,Fearless,Coconut,None,Bandages,Claws,Green,3,4.7,3.1,15.6,4.27167877,7.4,11.0,5.0,2.4
,134,4086,54.29,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/134,No,Brown,Fearless,Red Mask,Jeans,Socks,Big Hands,Green,4,3.8,3.1,9.7,4.894762604,7.5,16.3,5.0,4.0
,135,7294,43.97,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/135,No,Red,Bored,Warpaint,Jeans,None,Bandages,Blue,3,4.7,6.6,7.7,4.894762604,4.0,7.6,6.0,2.4
,136,8075,41.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/136,No,Brown,Amazed,None,Diaper,Bandages,Bandages,Green,3,3.8,7.8,2.8,5.042864347,7.4,7.6,5.0,2.4
,137,2978,62.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/137,No,Green,Angry,Coconut,None,None,None,Yellow,1,6.4,5.1,15.6,4.27167877,4.0,3.1,8.2,16.2
,138,6607,45.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/138,No,Green,Bored,None,Diaper,None,Claws,Blue,2,6.4,6.6,2.8,5.042864347,4.0,11.0,6.0,3.8
,139,9686,36.38,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/139,No,Red,Fearless,None,Jeans,Claws,None,Blue,2,4.7,3.1,2.8,4.894762604,7.9,3.1,6.0,3.8
,140,3660,56.81,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/140,No,Grey,Fearless,None,Jeans,Anklet,Bandages,Red,3,3.6,3.1,2.8,4.894762604,28.1,7.6,4.3,2.4
,141,7412,43.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/141,No,Green,Angry,Warpaint,Diaper,Claws,None,Blue,3,6.4,5.1,7.7,5.042864347,7.9,3.1,6.0,2.4
,142,6215,46.65,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/142,No,Red,Amazed,Band-Aid,Diaper,None,Bandages,Grey,3,4.7,7.8,10.9,5.042864347,4.0,7.6,4.2,2.4
,143,7315,43.91,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/143,No,Grey,Fearless,Blue Mask,Jeans,Sneakers,None,Red,3,3.6,3.1,9.5,4.894762604,13.1,3.1,4.3,2.4
,144,2311,72.19,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/144,No,Green,Bored,None,Jeans,Bandages,None,Pink,2,6.4,6.6,2.8,4.894762604,7.4,3.1,37.2,3.8
,145,6019,47.17,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/145,No,Grey,Fearless,Coconut,Red Shorts,Claws,None,Green,3,3.6,3.1,15.6,6.430868167,7.9,3.1,5.0,2.4
,146,1006,118.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/146,No,Yellow,Bored,Warpaint,Red Shorts,None,None,Red,2,82.6,6.6,7.7,6.430868167,4.0,3.1,4.3,3.8
,147,5095,49.90,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/147,No,Red,Amazed,Blue Mask,Jeans,Claws,Boxing Gloves,Grey,4,4.7,7.8,9.5,4.894762604,7.9,6.9,4.2,4.0
,148,8906,39.47,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/148,No,Grey,Fearless,Warpaint,Diaper,None,Bandages,Blue,3,3.6,3.1,7.7,5.042864347,4.0,7.6,6.0,2.4
,149,6125,46.87,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/149,No,Brown,Angry,Warpaint,Red Shorts,Claws,Bandages,Red,4,3.8,5.1,7.7,6.430868167,7.9,7.6,4.3,4.0
,150,3847,55.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/150,No,Grey,Angry,Warpaint,Diaper,Claws,Big Hands,Blue,4,3.6,5.1,7.7,5.042864347,7.9,16.3,6.0,4.0
,151,8983,39.22,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/151,No,Grey,Fearless,Blue Mask,None,Boots,Boxing Gloves,Grey,3,3.6,3.1,9.5,4.27167877,5.3,6.9,4.2,2.4
,152,5271,49.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/152,No,Brown,Angry,None,None,Claws,None,Blue,1,3.8,5.1,2.8,4.27167877,7.9,3.1,6.0,16.2
,153,294,180.25,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/153,No,Grey,Bored,None,None,None,None,Red,0,3.6,6.6,2.8,4.27167877,4.0,3.1,4.3,151.5
,154,6464,46.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/154,No,Grey,Bored,Red Mask,Diaper,Boots,Bandages,Grey,4,3.6,6.6,9.7,5.042864347,5.3,7.6,4.2,4.0
,155,7372,43.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/155,No,Brown,Laughing,Mohawk,Diaper,Boots,Bandages,Green,4,3.8,6.0,7.1,5.042864347,5.3,7.6,5.0,4.0
,156,2851,64.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/156,No,Blue,Amazed,None,Diaper,None,None,Green,1,20.5,7.8,2.8,5.042864347,4.0,3.1,5.0,16.2
,157,3392,58.86,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/157,No,Blue,Fearless,Band-Aid,Jeans,Claws,None,Blue,3,20.5,3.1,10.9,4.894762604,7.9,3.1,6.0,2.4
,158,4067,54.41,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/158,No,Brown,Amazed,Band-Aid,Robe,None,Black Gloves,Green,3,3.8,7.8,10.9,13.6425648,4.0,6.9,5.0,2.4
,159,8809,39.73,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/159,No,Red,Laughing,None,Red Shorts,Claws,None,Green,2,4.7,6.0,2.8,6.430868167,7.9,3.1,5.0,3.8
,160,9157,38.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/160,No,Brown,Fearless,Warpaint,Red Shorts,None,Boxing Gloves,Red,3,3.8,3.1,7.7,6.430868167,4.0,6.9,4.3,2.4
,161,6116,46.90,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/161,No,Grey,Bored,Red Mask,None,Bandages,Boxing Gloves,Blue,3,3.6,6.6,9.7,4.27167877,7.4,6.9,6.0,2.4
,162,6964,44.85,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/162,No,Brown,Fearless,Mohawk,Red Shorts,Socks,Boxing Gloves,Blue,4,3.8,3.1,7.1,6.430868167,7.5,6.9,6.0,4.0
,163,7572,43.19,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/163,No,Red,Angry,Blue Mask,Jeans,None,Bandages,Green,3,4.7,5.1,9.5,4.894762604,4.0,7.6,5.0,2.4
,164,6758,45.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/164,No,Grey,Amazed,Mohawk,Red Shorts,Boots,Boxing Gloves,Red,4,3.6,7.8,7.1,6.430868167,5.3,6.9,4.3,4.0
,165,8909,39.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/165,No,Grey,Laughing,Mohawk,None,Socks,None,Grey,2,3.6,6.0,7.1,4.27167877,7.5,3.1,4.2,3.8
,166,1296,105.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/166,No,Grey,Angry,None,None,Socks,Nunchakus,Yellow,2,3.6,5.1,2.8,4.27167877,7.5,70.4,8.2,3.8
,167,4572,51.96,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/167,No,Red,Amazed,Warpaint,None,None,None,Grey,1,4.7,7.8,7.7,4.27167877,4.0,3.1,4.2,16.2
,168,9608,36.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/168,No,Grey,Fearless,None,Jeans,Bandages,Bandages,Green,3,3.6,3.1,2.8,4.894762604,7.4,7.6,5.0,2.4
,169,3627,57.01,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/169,No,Brown,Laughing,Band-Aid,Red Shorts,Boots,Big Hands,Red,4,3.8,6.0,10.9,6.430868167,5.3,16.3,4.3,4.0
,170,9049,39.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/170,No,Green,Laughing,None,Diaper,Boots,Black Gloves,Grey,3,6.4,6.0,2.8,5.042864347,5.3,6.9,4.2,2.4
,171,8901,39.49,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/171,No,Brown,Fearless,Red Mask,Diaper,Bandages,None,Green,3,3.8,3.1,9.7,5.042864347,7.4,3.1,5.0,2.4
,172,5310,49.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/172,No,Grey,Laughing,Band-Aid,Robe,None,None,Grey,2,3.6,6.0,10.9,13.6425648,4.0,3.1,4.2,3.8
,173,9312,38.06,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/173,No,Grey,Bored,None,Red Shorts,Socks,None,Grey,2,3.6,6.6,2.8,6.430868167,7.5,3.1,4.2,3.8
,174,3848,55.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/174,No,Grey,Amazed,Red Mask,None,Socks,Big Hands,Grey,3,3.6,7.8,9.7,4.27167877,7.5,16.3,4.2,2.4
,175,6716,45.43,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/175,No,Green,Fearless,None,Wrestling Trunks,Boots,Bandages,Blue,3,6.4,3.1,2.8,11.80637544,5.3,7.6,6.0,2.4
,176,7184,44.25,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/176,No,Grey,Fearless,Band-Aid,Diaper,None,Claws,Grey,3,3.6,3.1,10.9,5.042864347,4.0,11.0,4.2,2.4
,177,3954,55.07,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/177,No,Green,Bored,Blue Mask,None,None,None,Green,1,6.4,6.6,9.5,4.27167877,4.0,3.1,5.0,16.2
,178,6430,46.15,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/178,No,Brown,Angry,Blue Mask,Diaper,Socks,Black Gloves,Red,4,3.8,5.1,9.5,5.042864347,7.5,6.9,4.3,4.0
,179,5253,49.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/179,No,Brown,Laughing,None,Robe,None,Claws,Red,2,3.8,6.0,2.8,13.6425648,4.0,11.0,4.3,3.8
,180,2372,71.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/180,No,Red,Bored,Red Mask,Wrestling Trunks,Boots,Bracelets,Red,4,4.7,6.6,9.7,11.80637544,5.3,24.8,4.3,4.0
,181,7994,42.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/181,No,Red,Laughing,None,None,Boots,Claws,Grey,2,4.7,6.0,2.8,4.27167877,5.3,11.0,4.2,3.8
,182,6426,46.15,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/182,No,Grey,Fearless,Red Mask,Jeans,Claws,Boxing Gloves,Blue,4,3.6,3.1,9.7,4.894762604,7.9,6.9,6.0,4.0
,183,3581,57.38,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/183,No,Brown,Bored,Band-Aid,Jeans,Claws,Claws,Yellow,4,3.8,6.6,10.9,4.894762604,7.9,11.0,8.2,4.0
,184,3054,62.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/184,No,Brown,Fearless,Mohawk,Red Shorts,Claws,Bracelets,Green,4,3.8,3.1,7.1,6.430868167,7.9,24.8,5.0,4.0
,185,8765,39.83,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/185,No,Red,Bored,None,Diaper,Boots,Black Gloves,Blue,3,4.7,6.6,2.8,5.042864347,5.3,6.9,6.0,2.4
,186,3310,59.54,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/186,No,Grey,Amazed,Coconut,Robe,Bandages,None,Blue,3,3.6,7.8,15.6,13.6425648,7.4,3.1,6.0,2.4
,187,2052,78.29,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/187,No,Red,Angry,Coconut,Jeans,Boots,None,Pink,3,4.7,5.1,15.6,4.894762604,5.3,3.1,37.2,2.4
,188,5821,47.73,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/188,No,Brown,Laughing,Band-Aid,None,Boots,Boxing Gloves,Yellow,3,3.8,6.0,10.9,4.27167877,5.3,6.9,8.2,2.4
,189,8692,40.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/189,No,Grey,Fearless,None,Red Shorts,Sneakers,None,Grey,2,3.6,3.1,2.8,6.430868167,13.1,3.1,4.2,3.8
,190,8205,41.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/190,No,Grey,Angry,Warpaint,Diaper,None,Bandages,Blue,3,3.6,5.1,7.7,5.042864347,4.0,7.6,6.0,2.4
,191,9193,38.49,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/191,No,Brown,Bored,None,None,Boots,Black Gloves,Green,2,3.8,6.6,2.8,4.27167877,5.3,6.9,5.0,3.8
,192,5721,48.01,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/192,No,Grey,Angry,Blue Mask,Red Shorts,None,Claws,Blue,3,3.6,5.1,9.5,6.430868167,4.0,11.0,6.0,2.4
,193,3579,57.40,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/193,No,Blue,Laughing,Mohawk,None,Boots,Bandages,Red,3,20.5,6.0,7.1,4.27167877,5.3,7.6,4.3,2.4
,194,1912,81.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/194,No,Pink,Laughing,Warpaint,Red Shorts,None,Boxing Gloves,Red,3,43.7,6.0,7.7,6.430868167,4.0,6.9,4.3,2.4
,195,6041,47.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/195,No,Brown,Bored,Red Mask,Wrestling Trunks,None,None,Red,2,3.8,6.6,9.7,11.80637544,4.0,3.1,4.3,3.8
,196,9881,34.75,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/196,No,Red,Laughing,None,Jeans,Boots,None,Grey,2,4.7,6.0,2.8,4.894762604,5.3,3.1,4.2,3.8
,197,6849,45.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/197,No,Brown,Angry,None,Diaper,None,None,Green,1,3.8,5.1,2.8,5.042864347,4.0,3.1,5.0,16.2
,198,5848,47.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/198,No,Brown,Amazed,None,Robe,None,Bandages,Grey,2,3.8,7.8,2.8,13.6425648,4.0,7.6,4.2,3.8
,199,6945,44.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/199,No,Green,Angry,None,None,Bandages,Black Gloves,Yellow,2,6.4,5.1,2.8,4.27167877,7.4,6.9,8.2,3.8
,200,4792,51.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/200,No,Green,Amazed,None,Red Shorts,None,None,Red,1,6.4,7.8,2.8,6.430868167,4.0,3.1,4.3,16.2
,201,5144,49.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/201,No,Brown,Bored,None,Jeans,None,None,Yellow,1,3.8,6.6,2.8,4.894762604,4.0,3.1,8.2,16.2
,202,6165,46.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/202,No,Green,Laughing,Mohawk,None,None,Claws,Red,2,6.4,6.0,7.1,4.27167877,4.0,11.0,4.3,3.8
,203,6810,45.18,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/203,No,Brown,Laughing,None,Diaper,None,None,Grey,1,3.8,6.0,2.8,5.042864347,4.0,3.1,4.2,16.2
,204,6018,47.17,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/204,No,Red,Amazed,None,Red Shorts,Claws,Boxing Gloves,Yellow,3,4.7,7.8,2.8,6.430868167,7.9,6.9,8.2,2.4
,205,6933,44.92,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/205,No,Brown,Fearless,None,Robe,Claws,Black Gloves,Red,3,3.8,3.1,2.8,13.6425648,7.9,6.9,4.3,2.4
,206,3650,56.88,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/206,No,Green,Fearless,Band-Aid,Robe,Sneakers,None,Red,3,6.4,3.1,10.9,13.6425648,13.1,3.1,4.3,2.4
,207,3727,56.37,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/207,No,Grey,Angry,Coconut,Robe,Claws,None,Green,3,3.6,5.1,15.6,13.6425648,7.9,3.1,5.0,2.4
,208,3521,57.92,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/208,No,Blue,Fearless,None,Jeans,Sneakers,Black Gloves,Grey,3,20.5,3.1,2.8,4.894762604,13.1,6.9,4.2,2.4
,209,6401,46.22,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/209,No,Red,Angry,Warpaint,Robe,None,None,Grey,2,4.7,5.1,7.7,13.6425648,4.0,3.1,4.2,3.8
,210,8944,39.36,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/210,No,Red,Fearless,Warpaint,Jeans,Boots,None,Yellow,3,4.7,3.1,7.7,4.894762604,5.3,3.1,8.2,2.4
,211,5728,48.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/211,No,Red,Angry,None,Diaper,Bandages,Big Hands,Grey,3,4.7,5.1,2.8,5.042864347,7.4,16.3,4.2,2.4
,212,6923,44.94,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/212,No,Brown,Fearless,None,None,Bandages,None,Grey,1,3.8,3.1,2.8,4.27167877,7.4,3.1,4.2,16.2
,213,9407,37.68,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/213,No,Brown,Angry,None,Diaper,Bandages,Boxing Gloves,Grey,3,3.8,5.1,2.8,5.042864347,7.4,6.9,4.2,2.4
,214,4163,53.90,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/214,No,Grey,Amazed,Blue Mask,Jeans,Sneakers,Boxing Gloves,Grey,4,3.6,7.8,9.5,4.894762604,13.1,6.9,4.2,4.0
,215,1208,109.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/215,No,Brown,Amazed,None,Wrestling Trunks,None,Nunchakus,Green,2,3.8,7.8,2.8,11.80637544,4.0,70.4,5.0,3.8
,216,3676,56.68,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/216,No,Blue,Fearless,None,Diaper,Socks,Claws,Red,3,20.5,3.1,2.8,5.042864347,7.5,11.0,4.3,2.4
,217,7139,44.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/217,No,Brown,Angry,Blue Mask,Jeans,Bandages,None,Yellow,3,3.8,5.1,9.5,4.894762604,7.4,3.1,8.2,2.4
,218,9463,37.44,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/218,No,Brown,Laughing,Mohawk,None,Boots,None,Grey,2,3.8,6.0,7.1,4.27167877,5.3,3.1,4.2,3.8
,219,4893,50.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/219,No,Red,Fearless,Band-Aid,None,None,None,Red,1,4.7,3.1,10.9,4.27167877,4.0,3.1,4.3,16.2
,220,5940,47.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/220,No,Grey,Bored,Mohawk,Wrestling Trunks,None,Boxing Gloves,Green,3,3.6,6.6,7.1,11.80637544,4.0,6.9,5.0,2.4
